"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Stabilization of p53 Homo sapiens R-HSA-69541",1.86309323858212e-09,6.44985135452002e-08,0.774939030136436,0.497694447637852,3.32022031325398,48,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14;MDM2"
"Respiratory electron transport Homo sapiens R-HSA-611105",1.80416054165332e-11,1.87374959111709e-09,0.863415391606693,0.420612814716263,3.31808240912843,84,"COX7A2L;UQCRQ;UQCRH;COX7C;CYCS;COX4I1;NDUFA9;UQCRC1;COX6C;UQCRC2;ETFB;COX5B;NDUFA2;COX5A;SDHD;NDUFA12;UQCRB;NDUFS3;ETFA;NDUFB4;UQCR10;NDUFV1;NDUFS6;COX6A1;NDUFAB1;COX8A;COX20;NDUFC2;NDUFS2;NDUFB7;UQCRFS1;NDUFA3;SDHB;COX7B;NDUFA6;NDUFA5;CYC1;NDUFV2;NDUFC1;NDUFB5;NDUFB8;NDUFB6;NDUFA1;NDUFB9;UQCR11;NDUFS7;NDUFA7;NDUFB10;COX14;NDUFA4;NDUFS4;COX6B1;NDUFA11;NDUFAF4;NDUFS5;NDUFV3;NDUFA13;NDUFB2;NDUFAF2;NDUFB11;NDUFA8;NDUFS8"
"Orc1 removal from chromatin Homo sapiens R-HSA-68949",1.08921537872736e-09,4.16768200176205e-08,0.788186810800237,0.480264319406768,3.3149130474635,56,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ORC6;PSMD13;MCM6;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;MCM7;MCM2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52"
"Switching of origins to a post-replicative state Homo sapiens R-HSA-69052",1.08921537872736e-09,4.16768200176205e-08,0.788186810800237,0.480264319406768,3.3149130474635,56,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ORC6;PSMD13;MCM6;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;MCM7;MCM2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52"
"Cyclin A:Cdk2-associated events at S phase entry Homo sapiens R-HSA-69656",1.06790719149618e-09,4.16768200176205e-08,0.788186810800237,0.478237345527546,3.31074526303157,57,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;CCND1;CKS1B;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;CDC25B;CDK4;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;MAX"
"Regulation of mRNA stability by proteins that bind AU-rich elements Homo sapiens R-HSA-450531",1.48994505743257e-09,5.28385393538281e-08,0.788186810800237,0.413007883517873,3.2757469831425,79,"PABPC1;PSMB1;UBB;SET;PSMA2;HSPA8;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;ZFP36L1;PSMB2;PSMA3;PSMA4;PSMD4;HSPB1;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;AKT1;PSMA1;ANP32A;PSMC6;PSMD6;PSMD7;PSME2;HSPA1A;HNRNPD;EXOSC8;XPO1;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;ZFP36;PSMD10;PSMC1;PSMD2;PSMB10;EIF4G1;PSMD14;MAPKAPK2;EXOSC7"
"SCF-beta-TrCP mediated degradation of Emi1 Homo sapiens R-HSA-174113",3.84122009034042e-09,1.07406423295288e-07,0.761460801445585,0.490269067154939,3.27068409835341,48,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"G1/S DNA Damage Checkpoints Homo sapiens R-HSA-69615",6.28479257474196e-09,1.60317340415347e-07,0.761460801445585,0.485208162839355,3.23924708557665,51,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PCBP4;PSMC1;PSMD2;PSMB10;PSMD14;MDM2"
"p53-Dependent G1 DNA Damage Response Homo sapiens R-HSA-69563",6.28479257474196e-09,1.60317340415347e-07,0.761460801445585,0.485208162839355,3.23924708557665,51,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PCBP4;PSMC1;PSMD2;PSMB10;PSMD14;MDM2"
"p53-Dependent G1/S DNA damage checkpoint Homo sapiens R-HSA-69580",6.28479257474196e-09,1.60317340415347e-07,0.761460801445585,0.485208162839355,3.23924708557665,51,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PCBP4;PSMC1;PSMD2;PSMB10;PSMD14;MDM2"
"Degradation of AXIN Homo sapiens R-HSA-4641257",2.73073675136032e-09,8.2718567426623e-08,0.774939030136436,0.483620892621662,3.23628552576222,49,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;TNKS2;PSMD14"
"Degradation of GLI1 by the proteasome Homo sapiens R-HSA-5610780",4.427402172901e-09,1.21461184139586e-07,0.761460801445585,0.478445835654383,3.23615721034447,52,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ITCH;PSMB8;PSMC5;UBA52;PSMD10;RBX1;PSMC1;PRKACA;PSMD2;PSMB10;PSMD14"
"CDT1 association with the CDC6:ORC:origin complex Homo sapiens R-HSA-68827",2.84696982015584e-09,8.44794718062569e-08,0.774939030136436,0.482952547567095,3.21626681847098,50,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;GMNN;PSMB7;PSMC2;ORC6;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"Degradation of DVL Homo sapiens R-HSA-4641258",4.54100313397267e-09,1.22270714014746e-07,0.761460801445585,0.47671517986127,3.17472849573532,50,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;RBX1;PSMC1;PSMD2;PSMB10;PSMD14"
"Collagen formation Homo sapiens R-HSA-1474290",5.202960641876e-08,1.08072925332682e-06,0.719512826338911,0.565707724698421,3.17131415189549,29,"P4HB;COL4A4;COL4A3;PPIB;COL4A2;PCOLCE;SERPINH1;LAMC2;COL4A1;COL12A1;LAMA3;PLOD2;LOX;PLEC;COL4A5;CTSL;ITGA6;CD151;CTSB;COL4A6;P4HA1;COL5A2;BMP1;LAMB3;COLGALT1;PLOD3"
"MAPK6/MAPK4 signaling Homo sapiens R-HSA-5687128",9.57926198021816e-10,3.97949911978206e-08,0.788186810800237,0.432429853847936,3.17050379509681,68,"CDC42EP5;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;HSPB1;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;CCND3;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;SEPT7;XPO1;PSMC3;CDC42;TNRC6B;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;JUN;TNRC6A;PSMD10;AGO4;PSMC1;PRKACA;PSMD2;PSMB10;PSMD14"
"Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005",1.90302445839585e-08,4.32343369141806e-07,0.73376198835648,0.47418454586873,3.16338100394096,48,"CLU;SEPP1;PPIA;THBS1;SPARC;TMSB4X;CD63;CD9;ALDOA;ACTN4;CD36;VEGFA;TIMP3;PSAP;TGFB2;HSPA5;PDGFA;APP;LAMP2;CALU;TGFB3;APLP2;CFL1;PFN1;GAS6;PHACTR2;CALM1;ACTN1;FLNA;ITGB3;TLN1;PDGFB"
"Asymmetric localization of PCP proteins Homo sapiens R-HSA-4608870",1.88369958111508e-08,4.32343369141806e-07,0.73376198835648,0.459325398943103,3.10379061921319,53,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;FZD1;UBA52;FZD2;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14"
"Hedgehog 'on' state Homo sapiens R-HSA-5632684",7.28042911664229e-09,1.79419388738947e-07,0.761460801445585,0.434629445572091,3.08873648881837,63,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;CSNK1A1;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ITCH;PSMB8;PSMC5;UBA52;SPOP;PSMD10;RBX1;PSMC1;PSMD2;SHH;PSMB10;PSMD14"
"G2/M Checkpoints Homo sapiens R-HSA-69481",4.69133110950741e-10,2.22804786547832e-08,0.801215574617779,0.386951202519124,3.07534735738515,90,"PSMB1;UBB;PSMA2;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;TOPBP1;PSMB7;DBF4;RPA2;H2AFX;PSMC2;ORC6;WHSC1;PSMD13;MCM6;YWHAH;PSMA1;RFC5;PSMC6;PSMD6;RFC2;PSMD7;PSME2;PKMYT1;MCM7;YWHAQ;MCM2;RPA1;PSMC3;PSMD12;PSMC4;RFC4;PSMB8;SFN;PSMC5;UBA52;YWHAE;RPA3;RFC3;PSMD10;PSMC1;RHNO1;PSMD2;PSMB10;YWHAG;PSMD14"
"Chromosome Maintenance Homo sapiens R-HSA-73886",4.85854353867046e-07,8.94218013319854e-06,0.659444398037935,0.489509981773557,3.04448297719513,36,"H2AFZ;NPM1;CENPW;NHP2;MIS18A;HJURP;PCNA;LIG1;RPA2;H2AFX;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;SMARCA5;RFC4;ITGB3BP;RBBP7;STRA13;RPA3;RFC3;TERF2;RBBP4;POLD3"
"DNA strand elongation Homo sapiens R-HSA-69190",5.08058403784562e-07,9.23396148878442e-06,0.659444398037935,0.677448806573627,3.03920192071826,18,"PCNA;LIG1;RPA2;FEN1;RFC1;MCM6;RFC5;RFC2;POLD2;MCM7;MCM2;RPA1;RFC4;RPA3;RFC3;GINS4;POLD3;POLD4"
"Metabolism of polyamines Homo sapiens R-HSA-351202",2.26388697592205e-08,4.91297263132935e-07,0.73376198835648,0.429988675447994,3.02123564492529,61,"PSMB1;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;ODC1;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;OAZ1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;OAZ2;PSMD12;PSMC4;SRM;PSMB8;PSMC5;SMS;AZIN1;PSMD10;PSMC1;PSMD2;PSMB10;ASL;PSMD14"
"Activation of NF-kappaB in B cells Homo sapiens R-HSA-1169091",3.13139429895881e-08,6.69565780983251e-07,0.719512826338911,0.435138114402941,3.01237756627906,57,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52;PSMD10;NFKBIA;NFKBIB;PSMC1;PSMD2;PSMB10;PSMD14"
"Hedgehog 'off' state Homo sapiens R-HSA-5610787",5.10883371949077e-08,1.07655713451298e-06,0.719512826338911,0.392741502658665,2.87951540253553,68,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;CSNK1A1;PSMD13;PRKAR2A;PSMA1;PSMC6;PSMD6;GNAS;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ITCH;PSMB8;PSMC5;GSK3B;UBA52;PSMD10;RBX1;PRKAR1A;PSMC1;PRKACA;PSMD2;PSMB10;PSMD14;OFD1"
"PCP/CE pathway Homo sapiens R-HSA-4086400",2.09178995287722e-07,4.11008458308578e-06,0.690132458796796,0.377803067342134,2.86308894362827,71,"PSMB1;UBB;CLTA;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;RHOA;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PFN1;PSMD12;PSMC4;PSMB8;PSMC5;CLTC;FZD1;UBA52;RYK;FZD2;PSMD10;PSMC1;PSMD2;PSMB10;PSMD14;AP2B1"
"Cell-Cell communication Homo sapiens R-HSA-1500931",1.72823401657849e-07,3.44226337000702e-06,0.690132458796796,0.390397679155791,2.83211006210544,66,"CD2AP;CLDN23;PIK3R1;CDH1;ACTN4;CTNND1;CADM1;CLDN18;JUP;CTNNB1;CLDN7;CDH13;CLDN3;LAMC2;SPTBN1;FERMT2;CRB3;ITGB1;VASP;LAMA3;RSU1;PLEC;PVRL3;MLLT4;SPTAN1;CTNNA1;IQGAP1;ITGA6;PRKCI;LIMS1;MPP5;PARD6B;ACTN1;F11R;CD151;MAPK13;FLNA;PVRL1;PARVA"
"ECM proteoglycans Homo sapiens R-HSA-3000178",6.36120136360763e-06,8.80874931684332e-05,0.610526878385931,0.596037709067875,2.82526976816626,20,"SPARC;DAG1;LAMA5;PTPRS;LAMC1;AGRN;TGFB2;ITGB1;MATN4;LAMA3;TGFB3;ITGB6;ITGAV;ITGB3;LAMB2;ITGA9"
"Apoptosis Homo sapiens R-HSA-109581",1.25829943042887e-09,4.57391842960892e-08,0.788186810800237,0.328612303740391,2.82435628093457,119,"PSMB1;UBB;CDH1;PSMA2;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;CYCS;PSMB4;PSMB5;TJP1;UBC;HMGB2;CTNNB1;PSMB2;BCAP31;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;DSP;E2F1;HMGB1;PSMB7;KPNB1;LMNB1;PSMC2;DYNLL2;APC;PSMD13;BAX;AKT1;CASP6;YWHAH;PSMA1;PSMC6;PLEC;PSMD6;PSMD7;PSME2;YWHAQ;SPTAN1;PSMC3;PSMD12;PSMC4;GSN;FNTA;PSMB8;SFN;PSMC5;UBA52;YWHAE;VIM;DBNL;DYNLL1;OCLN;DAPK2;PSMD10;PSMC1;BBC3;PSMD2;PSMB10;YWHAG;LMNA;PPP1R13B;DAPK1;ROCK1;PSMD14"
"Programmed Cell Death Homo sapiens R-HSA-5357801",1.25829943042887e-09,4.57391842960892e-08,0.788186810800237,0.328612303740391,2.82435628093457,119,"PSMB1;UBB;CDH1;PSMA2;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;CYCS;PSMB4;PSMB5;TJP1;UBC;HMGB2;CTNNB1;PSMB2;BCAP31;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;DSP;E2F1;HMGB1;PSMB7;KPNB1;LMNB1;PSMC2;DYNLL2;APC;PSMD13;BAX;AKT1;CASP6;YWHAH;PSMA1;PSMC6;PLEC;PSMD6;PSMD7;PSME2;YWHAQ;SPTAN1;PSMC3;PSMD12;PSMC4;GSN;FNTA;PSMB8;SFN;PSMC5;UBA52;YWHAE;VIM;DBNL;DYNLL1;OCLN;DAPK2;PSMD10;PSMC1;BBC3;PSMD2;PSMB10;YWHAG;LMNA;PPP1R13B;DAPK1;ROCK1;PSMD14"
"Amyloid fiber formation Homo sapiens R-HSA-977225",8.84457073157755e-06,0.0001179817049882,0.593325476396405,0.565492495907928,2.78569864172812,22,"ITM2B;H3F3A;UBB;H2AFZ;UBC;HSPG2;H2AFX;MFGE8;APP;B2M;CST3;GSN;GGA2;UBA52;FURIN"
"NIK-->noncanonical NF-kB signaling Homo sapiens R-HSA-5676590",9.22225691326101e-07,1.55920483161413e-05,0.659444398037935,0.410726109497247,2.77539158221338,53,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52"
"Cell-cell junction organization Homo sapiens R-HSA-421270",1.39504284186367e-05,0.000179041524320532,0.593325476396405,0.528387970567948,2.77111559592503,25,"CLDN23;CDH1;CTNND1;CADM1;CLDN18;JUP;CTNNB1;CLDN7;CDH13;CLDN3;CRB3;PVRL3;MLLT4;CTNNA1;PRKCI;MPP5;PARD6B;F11R;PVRL1;PARD3"
"Lagging Strand Synthesis Homo sapiens R-HSA-69186",5.7709844522386e-06,8.0682801861105e-05,0.610526878385931,0.677095554686482,2.76563733022755,14,"PCNA;LIG1;RPA2;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;POLD3;POLD4"
"Telomere C-strand (Lagging Strand) Synthesis Homo sapiens R-HSA-174417",5.7709844522386e-06,8.0682801861105e-05,0.610526878385931,0.677095554686482,2.76563733022755,14,"PCNA;LIG1;RPA2;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;POLD3;POLD4"
"Dectin-1 mediated noncanonical NF-kB signaling Homo sapiens R-HSA-5607761",5.54894926986374e-07,9.96070646713811e-06,0.659444398037935,0.409210495425946,2.76131740105177,54,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;UBA52"
"Assembly of collagen fibrils and other multimeric structures Homo sapiens R-HSA-2022090",1.27852277518313e-05,0.000165979653135382,0.593325476396405,0.582200982552594,2.75968249991247,20,"COL4A4;COL4A3;COL4A2;PCOLCE;LAMC2;COL4A1;LAMA3;LOX;PLEC;COL4A5;CTSL;ITGA6;CD151;CTSB;COL4A6;COL5A2;BMP1;LAMB3"
"Formation of ATP by chemiosmotic coupling Homo sapiens R-HSA-163210",2.25201019127491e-05,0.000270613456042456,0.575610261071129,0.656550174826543,2.73818529019068,15,"ATP5C1;ATP5A1;ATP5H;ATP5E;ATP5F1;ATP5B;ATP5O;ATP5G1;ATP5L;ATP5J2;ATP5D;ATP5J;ATP5G3;ATP5G2"
"Translation Homo sapiens R-HSA-72766",8.8498962099245e-07,1.51385283402709e-05,0.659444398037935,0.374341532016889,2.7345219732974,65,"EEF1A1;PABPC1;EEF2;FAU;EEF1B2;EIF3F;EEF1G;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;SEC11C;SRP9;EIF4A1;SSR4;EEF1D;SEC61B;SEC11A;EIF3L;DDOST;SSR2;SRP72;EIF1AX;RPN2;SPCS2;EIF2S1;SRP14;SEC61A1;RPN1;UBA52;SEC61G;EIF4B;EIF4A2;SSR1;EIF2B2;SPCS1;EIF3G;EIF4E;EIF4G1;SRP68"
"Host Interactions of HIV factors Homo sapiens R-HSA-162909",7.69098721772412e-08,1.55315214091262e-06,0.704975715167238,0.331506352294894,2.73451837089581,98,"PPIA;PSMB1;UBB;NPM1;PSMA2;PSMA5;SLC25A5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;RANBP1;RAN;PSMB7;KPNB1;RANGAP1;PSMC2;PSIP1;BANF1;PSMD13;B2M;PSMA1;HCK;PSMC6;PSMD6;SLC25A4;PSMD7;PSME2;NUP62;XPO1;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;AP1S3;UBA52;TCEB2;ARF1;PSMD10;TCEB1;RBX1;ATP6V1H;PSMC1;PSMD2;PSMB10;PSMD14;AP2B1"
"Cell Cycle Checkpoints Homo sapiens R-HSA-69620",1.99741564003294e-08,4.40036718273924e-07,0.73376198835648,0.313480655147037,2.728741528473,113,"CDKN1A;PSMB1;UBB;PSMA2;YWHAZ;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;TOPBP1;PSMB7;DBF4;RPA2;H2AFX;PSMC2;ANAPC11;ORC6;ANAPC15;WHSC1;PSMD13;MCM6;YWHAH;PSMA1;RFC5;PSMC6;PSMD6;RFC2;PSMD7;PSME2;PKMYT1;MCM7;YWHAQ;MCM2;RPA1;PSMC3;PSMD12;PSMC4;ANAPC5;RFC4;PSMB8;SFN;PSMC5;UBA52;YWHAE;RPA3;UBE2E1;RFC3;PSMD10;PCBP4;PSMC1;RHNO1;PSMD2;PSMB10;YWHAG;BUB3;PSMD14;MDM2;UBE2N;MRE11A"
"Signaling by Hedgehog Homo sapiens R-HSA-5358351",5.78603076024168e-08,1.1849139049847e-06,0.719512826338911,0.340737540395199,2.72186812606751,87,"PSMB1;UBB;P4HB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;CSNK1A1;PSMD13;PRKAR2A;PSMA1;PSMC6;PSMD6;GNAS;PSMD7;PSME2;PSMC3;SEL1L;PSMD12;PSMC4;ITCH;PSMB8;PSMC5;GSK3B;UBA52;SPOP;PSMD10;RBX1;ERLEC1;PRKAR1A;PSMC1;PRKACA;OS9;PSMD2;SHH;PSMB10;PSMD14;OFD1;VCP"
"Formation of tubulin folding intermediates by CCT/TriC Homo sapiens R-HSA-389960",3.3750888887027e-05,0.000377490711090287,0.557332238758646,0.646890183799524,2.69789766808998,15,"CCT4;TUBA1B;CCT5;CCT8;TUBA1A;TUBB2A;CCT7;TCP1;CCT3;TUBB4B;CCT2;TUBA1C;TUBA8"
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint Homo sapiens R-HSA-179419",1.63977236493959e-06,2.62003188859579e-05,0.643551836150722,0.378718777473085,2.67161658504556,62,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52;UBE2E1;PSMD10;PSMC1;PSMD2;PSMB10;BUB3;PSMD14"
"Cdc20:Phospho-APC/C mediated degradation of Cyclin A Homo sapiens R-HSA-174184",1.63977236493959e-06,2.62003188859579e-05,0.643551836150722,0.378718777473085,2.67161658504556,62,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;ANAPC15;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52;UBE2E1;PSMD10;PSMC1;PSMD2;PSMB10;BUB3;PSMD14"
"3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279",1.71849791558168e-05,0.000208224664104647,0.575610261071129,0.523161949155839,2.67093008632867,24,"PABPC1;FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF4A1;EIF3L;EIF1AX;EIF2S1;UBA52;EIF4B;EIF4A2;EIF3G;EIF4E;EIF4G1;EIF3D;EIF4H"
"L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827",1.71849791558168e-05,0.000208224664104647,0.575610261071129,0.523161949155839,2.67093008632867,24,"PABPC1;FAU;EIF3F;EIF3E;EIF3I;EIF3M;EIF3H;EIF3K;EIF4A1;EIF3L;EIF1AX;EIF2S1;UBA52;EIF4B;EIF4A2;EIF3G;EIF4E;EIF4G1;EIF3D;EIF4H"
