"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"HIV factor interactions with host",1.37955771379696e-05,0.000521284896826773,0.331506352294894,2.71738008265862,0,98,"PPIA;PSMB1;UBB;NPM1;PSMA2;PSMA5;SLC25A5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;RANBP1;RAN;PSMB7;KPNB1;RANGAP1;PSMC2;PSIP1;BANF1;PSMD13;B2M;PSMA1;HCK;PSMC6;PSMD6;SLC25A4;PSMD7;PSME2;NUP62;XPO1;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;AP1S3;UBA52;TCEB2;ARF1;PSMD10;TCEB1;RBX1;ATP6V1H;PSMC1;PSMD2;PSMB10;PSMD14;AP2B1"
"Insulin secretion regulation by glucagon-like peptide-1",4.86865075777071e-05,0.00111515286404177,0.612569299528569,2.71408963607019,13,17,"GNG5;AKAP5;PRKAR2A;GNB2;GNAS;GNB4;IQGAP1;RAP1A;ITPR1;PRKAR1A;PRKACA;RAP1B;GNB1;GNG11"
"TSH regulation of gene expression",1.17896027493354e-05,0.000500364610802674,0.421811728912958,2.70880475239345,1,44,"PRDX2;PIK3R1;AHR;ICAM1;VMP1;VEGFA;TIMP3;CAV1;PTPRF;E2F1;HMGB1;CALM2;CYBA;PPIC;PHLDB2;BCAR3;ID1;CTTNBP2NL;PXDC1;ACADM;GADD45B;STX11;JUN;EGR1;ARHGAP29;PDIA4;ATP2A2"
"Degradation of beta-catenin by the destruction complex",8.23716443851369e-06,0.000447361127387244,0.369472569467827,2.6836643828569,0,64,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;CTNNB1;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;APC;CSNK1A1;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;PSMC5;GSK3B;UBA52"
"Nectin adhesion pathway",3.37133104363767e-05,0.000810805115994859,0.507660654738182,2.68313489618171,7,26,"PIK3R1;CDH1;CTNNB1;PVRL3;MLLT4;CTNNA1;CDC42;IQGAP1;RAP1A;ITGAV;F11R;PTPRM;ITGB3;PVRL1;TLN1;PDGFB;RAP1B;PVRL2;RAC1"
"Gap-filling DNA repair biosynthesis and ligation in global genomic nucleotide excision repair",3.48086945790205e-05,0.000823425348811911,0.677007299270073,2.66704886031978,10,13,"PCNA;LIG1;RPA2;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;POLD3;POLD4"
"Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling",2.3283754458839e-05,0.000658793287923621,0.47122986848442,2.66430392283396,4,31,"PIK3R1;CD9;CDH1;YWHAZ;LAMA5;LAMC1;ERBB3;PMP22;LAMC2;ITGB1;AKT1;YWHAH;LAMA3;YWHAQ;HRAS;ERBB2;SFN;ITGA6;YWHAE"
"Integrin cell surface interactions",2.04344361117355e-05,0.000627444227904441,0.438967524539926,2.62548882590038,3,36,"THBS1;CDH1;COL4A4;COL4A3;ICAM1;LAMA5;COL4A2;LAMC1;BSG;COL4A1;ITGB1;AKT1;ITGA3;COL4A5;ITGB6;ITGA6;RAP1A;ITGAV;F11R;ITGB3;LAMB2;TLN1;ITGA9;RAP1B"
"Extension of telomeres",7.82798361816519e-05,0.00176496568140818,0.574583534400492,2.60875077281409,21,18,"NHP2;PCNA;LIG1;RPA2;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;POLD3;POLD4"
"APC/C-mediated degradation of cell cycle proteins",8.23716443851369e-06,0.000447361127387244,0.357955358057512,2.60000910610329,0,64,"PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;MAD2L1;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5;UBA52;UBE2E1;PSMD10;PSMC1;PSMD2;PSMB10;BUB3;PSMD14"
"Prothrombin activation intrinsic pathway",3.22613758010353e-05,0.000807022606699798,0.735590706188805,2.57380606997455,10,10,"COL4A4;COL4A3;COL4A2;COL4A1;C1QBP;COL4A5;ZFHX3;F2R;COL4A6"
"Adherens junction actin cytoskeletal organization",9.586867846573e-05,0.00208707537354111,0.670274371231104,2.54763780072599,30,12,"CDH1;CTNND1;CADM1;JUP;CTNNB1;CDH13;PVRL3;MLLT4;CTNNA1;PVRL1;PVRL2"
"Pathogenic Escherichia coli infection",3.11949214667852e-05,0.000803826279938769,0.420175690505766,2.53856911745949,5,37,"KRT18;ACTG1;ARPC3;CDH1;YWHAZ;ARPC1B;EZR;CTNNB1;RHOA;NCL;TUBA1B;ITGB1;ROCK2;TUBA1A;TUBB2A;ARPC2;YWHAQ;CDC42;TUBB4B;OCLN;TUBA1C;TUBA8;ROCK1;ARHGEF2;CTTN;ARPC5L"
"Autodegradation of Cdh1 by Cdh1-APC/C",1.4207471709372e-05,0.000521284896826773,0.366018112681563,2.53383773680699,1,55,"PSMB1;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;ANAPC11;PSMD13;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;ANAPC5;PSMB8;PSMC5"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)",0.000124658264413075,0.00248330694568734,0.466254135950372,2.50211393099132,28,27,"ACTG1;ACTN4;DAG1;JUP;CTNNB1;DSP;GJA1;ITGB1;ITGA3;TCF7L2;ITGB6;CTNNA1;ITGA6;ACTN1;ITGAV;ITGB3;ITGA9;ATP2A2;LMNA"
"Aquaporin-mediated transport",0.000198223637994951,0.00373303094259247,0.563165233471377,2.49519674710441,56,17,"AQP1;AQP5;RAB11A;GNG5;PRKAR2A;GNB2;GNAS;GNB4;PRKAR1A;PRKACA;GNB1;GNG11;RAB11FIP2"
"Calcium regulation in the cardiac cell",1.99752307139147e-05,0.000627444227904441,0.366229411461133,2.47278512030227,2,51,"ATP1B1;YWHAZ;GNG5;RGS10;CALM2;GJA1;CALR;ANXA6;YWHAH;PRKAR2A;GNB2;GNAS;ATP2B1;PKIG;GNB4;YWHAQ;ATP1B3;FKBP1A;GNAI2;CAMK2D;SFN;YWHAE;CALM1;ITPR1;ADRB2;PRKAR1A;PRKACA;ATP2A2;YWHAG;GNB1;GNG11;CAMK1"
"Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding",0.000224233141658337,0.00404460529266226,0.508042378976057,2.46117568489186,58,21,"PFDN5;CCT4;TUBA1B;CCT5;CCT8;TUBA1A;TUBB2A;CCT7;PFDN1;TCP1;CCT3;TUBB4B;CCT2;PFDN6;TUBA1C"
"Collagen biosynthesis and modifying enzymes",0.000214362272240086,0.00391550327648663,0.526993463803915,2.44904780760734,58,19,"P4HB;COL4A4;COL4A3;PPIB;COL4A2;PCOLCE;SERPINH1;COL4A1;COL12A1;PLOD2;COL4A5;COL4A6;COL5A2;BMP1;COLGALT1;PLOD3"
"Cyclins and cell cycle regulation",0.000255808305674735,0.00444736608540533,0.599479402007833,2.44139228434505,78,14,"CCND2;CDKN1A;CCND1;E2F1;CDKN2D;RBL1;CCND3;CDK4;CDKN2B;CDK6"
"Matrix metalloproteinases",2.0871325668339e-05,0.000627444227904441,0.879150931110822,2.43002723146904,7,6,"MMP15;TIMP3;BSG;MMP14;TIMP2;MMP11"
"HIF-1 degradation in normoxia",2.80725394419179e-05,0.000764314611597878,0.321440178870006,2.41712176690876,2,72,"PSMB1;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;HSP90AA1;PSMD13;PSMA1;ID1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;PSMB8;CAMK2D;PSMC5;LAMTOR5;SETD2;MAPK13;PSMD10;TCEB1;PSMC1;OS9;PSMD2;APEX1;PSMB10;PSMD14;MTA1"
"Rb tumor suppressor/checkpoint signaling in response to DNA damage",2.86980727939661e-05,0.000766876278549872,0.874408394447318,2.41691856851854,10,6,"CDKN1A;E2F1;YWHAH;CDC25B;CDK4"
"Integrins in angiogenesis",8.93345691282063e-05,0.00198322743464618,0.383766111173058,2.40424413066359,15,41,"PIK3R1;COL4A4;COL4A3;IGF1R;VEGFA;RHOA;PIK3C2A;COL4A1;HSP90AA1;MFGE8;TGFBR2;AKT1;COL12A1;COL4A5;ITGAV;F11R;ITGB3;TLN1;SDC1;CSF1R;COL4A6;ROCK1;VCL;ILK;CBL;COL5A2"
"Telomere maintenance",0.000285068602378877,0.00489707134800856,0.46042402734722,2.39485726943126,68,25,"H2AFZ;NHP2;PCNA;LIG1;RPA2;H2AFX;FEN1;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;TERF2;POLD3;POLD4;ACD;RUVBL2;TERF1"
"Antigen processing and presentation",0.00019919846332614,0.00373303094259247,0.416122517774297,2.38206524526486,41,32,"HSP90AB1;CD74;HSPA8;PSMB6;PSMB5;PSME1;IFI30;HSPA5;HSP90AA1;CALR;PDIA3;B2M;HSPA1B;PSME2;HSPA1A;CTSL;LGMN;TAPBP;PSMB8;CANX"
"Semaphorin interactions",0.000166372914489521,0.00320101487477839,0.393605060708439,2.37803774508583,31,37,"HSP90AB1;ARHGEF12;RHOA;MYH9;DPYSL2;HSP90AA1;SEMA3E;SEMA3A;MYL12B;ITGB1;NRP1;ROCK2;MYH14;MYL6;CFL1;RHOC;CDC42;ERBB2;GSK3B;PLXNA1;PLXNB1;TLN1;RND1;ROCK1;MYH10;RHOG;RAC1;RRAS"
"Spliceosomal assembly",0.000464189442342698,0.00728071049239688,0.566364644821106,2.37759981647233,139,15,"SRSF2;SNRPG;SNRPD1;U2AF1;SNRPB;SNRPF;SNRPD3;SNRPA1;SNRPD2;SNRPE"
"Systemic lupus erythematosus",0.000462521821988218,0.00728071049239688,0.53645421629075,2.37684916593339,132,17,"H3F3A;H2AFZ;ACTN4;SNRPD1;H2AFJ;SNRPB;H2AFX;SNRPD3;SSB;H2AFV;ACTN1;H3F3B"
"Oncostatin M",2.6771253028498e-05,0.000742902271540819,0.28799041066261,2.3469700825284,1,96,"SEPP1;KRT18;CDKN1A;KRT8;ARHGEF12;TGM2;LCN2;CRLF1;ICAM1;CCND1;VEGFA;CKS1B;CTSH;IGFBP2;PCOLCE;LDHA;HSPA5;PDGFA;KRT7;F3;B2M;TIMP2;ANXA1;DNAJC3;SELENBP1;MCM7;CTGF;ITGB6;FOSL2;IL6ST;SRM;IER3;KIF5B;BEX1;CYR61;STX11;ACSL5;ANXA3;VIM;JUN;F2R;ITGAV;EFNA1;RFC3;EPAS1;RNASE4;CTSB;PPARD;JUNB"
"Apoptosis",3.07948141532966e-05,0.000803826279938769,0.255146558848111,2.33182590980165,0,154,"PIK3R1;PSMB1;UBB;CDH1;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;IGF1R;CYCS;PSMB4;PSMB5;TJP1;UBC;HMGB2;CTNNB1;PSMB2;BCAP31;PSMA3;PSMA4;PSMD4;PPP3CA;PSMB3;PSMA7;PSME1;DSP;E2F1;HMGB1;PSMB7;KPNB1;LMNB1;PSMC2;DYNLL2;APC;PSMD13;BAX;AKT1;CASP6;PRKAR2A;PSMA1;PSMC6;PLEC;PSMD6;PSMD7;PSME2;PIK3R3;BNIP3L;SPTAN1;PSMC3;PSMD12;PSMC4;GSN;FNTA;MCL1;PSMB8;PSMC5;UBA52;VIM;DBNL;JUN;CAPN2;DYNLL1;OCLN;DAPK2;PSMD10;NFKBIA;PRKAR1A;NFKBIB;PSMC1;PRKACA;BBC3;IRAK1;PSMD2;PSMB10;LMNA;TRAF1;DAPK1;ROCK1;PSMD14"
"Stathmin and breast cancer resistance to antimicrotubule agents",0.000689652885766294,0.0102594754037192,0.551785399390947,2.31639611744906,207,15,"STMN1;HSPA5;RB1CC1;PRKAR2A;TUBA1A;TSG101;CAMK2D;MAPK13;PRKAR1A;TUBA1C;TUBA8"
"ATR activation in response to replication stress",0.00025337473584336,0.00444736608540533,0.778457931753061,2.31026726894689,93,7,"RPA2;RFC5;RFC2;RPA1;RFC4;RPA3;RFC3"
"Integrin family cell surface interactions",0.000478047343363063,0.00741744426314946,0.728776642415361,2.29948773799984,171,8,"ITGB1;ITGA3;ITGB6;ITGA6;ITGAV;ITGB3;ITGA9"
"G1/S-specific transcription",3.29967663169009e-05,0.000807022606699798,0.905208333333333,2.29076309402386,12,5,"TYMS;E2F1;PCNA;RRM2;DHFR"
"G-protein signaling pathways",0.000207372709751397,0.00383639513040084,0.349279226886611,2.27863514732835,33,46,"AKAP13;GNG5;RHOA;PPP3CA;AKAP5;CALM2;PRKAR2A;GNB2;GNAS;PDE7A;KRAS;GNAI2;HRAS;PRKCI;AKAP11;CALM1;ITPR1;PRKAR1A;PRKACA;GNB1;AKAP2;PDE4B;GNG11;ARHGEF1;PRKCD;RRAS;GNA11;PRKCZ;CALM3;GNAI3;GNAQ;PDE8B"
"Vitamin C in the brain",0.00036119377237245,0.00599083463831546,0.766640432518689,2.27519590469155,133,7,"P4HB;COL4A4;COL4A3;COL4A2;COL4A1;COL4A5"
"Platelet amyloid precursor protein pathway",0.000396234959244404,0.00642434883359186,0.764449341694426,2.26869329843871,146,7,"COL4A4;COL4A3;COL4A2;COL4A1;APP;COL4A5"
"Lagging strand processive biosynthesis",0.000891285965674064,0.0127339173115611,0.676654507556019,2.25431418493769,311,9,"PCNA;LIG1;RPA2;FEN1;POLD2;RPA1;RPA3;POLD3;POLD4"
"Leading strand biosynthesis",0.000891285965674064,0.0127339173115611,0.676654507556019,2.25431418493769,311,9,"PCNA;RFC1;RFC5;RFC2;POLD2;RFC4;RFC3;POLD3;POLD4"
"RAGE pathway",0.000793234371836875,0.0116799714138838,0.43256849154076,2.24996901760748,191,25,"AGER;ID2;ICAM1;VEGFA;GJA1;CYBA;MFGE8;PDGFA;ITGB1;F3;ID1;DDAH2;CTGF;BMP4;ID3"
"Downregulation of ERBB4 signaling",0.000310460969316542,0.00520924626422989,0.812996483917177,2.24717227167253,118,6,"UBB;NEDD4;UBC;WWP1;ITCH;UBA52"
"Amino acid metabolism",1.532520076013e-05,0.000539372309679696,0.268121077993361,2.2382651020251,0,105,"GLUL;PSMB1;TST;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;ODC1;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;GCLC;PSMC2;OAT;PSMD13;PSAT1;PSMA1;OAZ1;PSMC6;HSD17B10;PSMD6;PSMD7;PSME2;PHGDH;PSMC3;PCBD1;OAZ2;PSMD12;PSMC4;GLS;SRM;PSMB8;OGDH;PSMC5;ACAT1;SMS"
"Mitochondrial beta-oxidation of saturated fatty acids",0.000953315341706573,0.0133556702726465,0.701836654943337,2.21448477927647,342,8,"ACADL;HADH;ACADM;ACADS;HADHB;ECHS1;HADHA;ACADVL"
"Downstream signaling events Of B cell receptor (BCR)",3.26367206623078e-05,0.000807022606699798,0.283650938775131,2.21310107399282,2,82,"CDKN1A;PSMB1;UBB;PSMA2;PSMA5;PSMA6;PSMD8;PSMB6;PSMB4;PSMB5;UBC;PSMB2;PSMA3;PSMA4;PSMD4;PSMB3;PSMA7;PSME1;PSMB7;PSMC2;PSMD13;AKT1;PSMA1;PSMC6;PSMD6;PSMD7;PSME2;PSMC3;PSMD12;PSMC4;KRAS;HRAS;PSMB8;PSMC5;GSK3B;UBA52"
"Interleukin-4 regulation of apoptosis",4.62358258296441e-05,0.00107610155922865,0.279582166786756,2.2121582017369,3,86,"CDKN1A;MAL;PDZK1IP1;FAT1;CD9;HSPA8;CTSC;SLC39A8;TIMP3;CLDN18;MAD2L1;ARL4C;SPINT2;TNS1;RBMS1;MCM6;F3;TIMP2;ANXA1;LAMA3;ITPKB;DNAJC3;LOX;PVRL3;MCM7;CTSL;RASA2;MCM2;GADD45B;GAS6;CLCN4;BMP4;UBL3;ID3;JUN;STK17B;HSPB8;ACTN1"
"G2/M checkpoints",0.00157187867322312,0.0198966747847452,0.497811546970399,2.20563642576968,451,17,"DBF4;RPA2;ORC6;MCM6;RFC5;RFC2;MCM7;MCM2;RPA1;RFC4;RPA3;RFC3"
"Sema4D in semaphorin signaling",0.00126468351876852,0.0168975770146572,0.445941129739463,2.20242888551821,325,22,"ARHGEF12;RHOA;MYH9;MYL12B;ROCK2;MYH14;MYL6;RHOC;CDC42;ERBB2;PLXNB1;RND1;ROCK1;MYH10;RHOG;RAC1;RRAS"
"Tight junction",9.93808572592747e-05,0.00209005031763551,0.28817937347062,2.20116119480842,9,76,"CLDN23;ACTG1;MYL12A;ACTN4;YBX3;CGN;TJP1;CLDN18;CTNNB1;RHOA;CLDN7;CLDN3;MYH9;CRB3;MYL12B;AKT1;CDK4;EXOC4;MAGI1;MYH14;VAPA;MLLT4;SPTAN1;CTNNA1;AMOTL1;CSNK2B;CDC42;KRAS;GNAI2;HRAS;MAGI3;PRKCI;MPP5;PARD6B;ACTN1;F11R;OCLN;LLGL2;ASH1L"
"Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.00122855478363565,0.0165682668484696,0.436718394778593,2.19609967816875,309,23,"PABPC1;FAU;EIF3F;EIF3E;EIF3I;EIF3H;EIF3K;EIF4A1;EIF1AX;EIF2S1;EIF4B;EIF4A2;EIF3G;EIF4E;EIF4G1;EIF3D;EIF4H"
"Acute myocardial infarction",0.000938025617803079,0.0132703035930377,0.737952591820787,2.19005761182083,347,7,"COL4A4;COL4A3;COL4A2;COL4A1;COL4A5;F2R;COL4A6"
"Incretin biosynthesis, secretion, and inactivation",0.00122569115362274,0.0165682668484696,0.692355020724691,2.18456765466924,440,8,"SEC11C;DPP4;CTNNB1;SEC11A;TCF7L2;SPCS2;SPCS1"
"Ran role in mitotic spindle regulation",0.00066005567426122,0.00992146185373897,0.789425706472197,2.18202119347731,252,6,"RANBP1;RAN;KPNB1;RANGAP1;KPNA2;NUMA1"
"Plexin D1 signaling",0.00205963031800568,0.0247670545740184,0.573341305733303,2.17920607723809,665,12,"VEGFA;SEMA3E;ITGB1;NRP1;ITGA3;ITGA6;ITGAV;ITGA9;RRAS;ARF6"
"Thymic stromal lymphopoietin (TSLP) pathway",0.000982241978737888,0.0136286074549882,0.388911047223742,2.17228633103712,214,30,"PSMB1;CD9;PSMA2;PSMA5;ICAM1;NME1;PSMB4;PSMB2;PSMA4;PSME1;CLDN7;PSMA1;CD82;PSME2;PDCD6;PSMB8;PSMC5"
"Cap-dependent translation initiation",0.00151785961978211,0.0195559949227284,0.429831539039271,2.16146815851319,382,23,"PABPC1;EIF3F;EIF3E;EIF3I;EIF3H;EIF3K;EIF4A1;EIF1AX;EIF2S1;UBA52;EIF4B;EIF4A2;EIF3G;EIF4E;EIF4G1;EIF3D;EIF4H"
"Glucagon signaling in metabolic regulation",0.00256680655246955,0.027333372263947,0.565293884888125,2.14861873207991,829,12,"GNG5;PRKAR2A;GNB2;GNAS;GNB4;PRKAR1A;PRKACA;GNB1;GNG11"
"Inflammasomes",0.00160380816837021,0.0201243059735496,0.720055752644749,2.13694429627801,594,7,"TXNIP;HSP90AB1;PYCARD;APP;SUGT1"
"Eukaryotic protein translation",0.00251325426639832,0.0272678639579908,0.508658019679016,2.13534729841409,757,15,"EEF2;EIF4A1;EIF4G2;EIF1AX;EIF6;EIF2S1;EIF1;EIF4A2;EIF4E;EIF4G1;EIF4G3"
"Platelet activation, signaling and aggregation",9.6905093573981e-05,0.00208707537354111,0.266639384353486,2.12844017704619,7,89,"CLU;PPIA;THBS1;SPARC;PIK3R1;TMSB4X;CD63;CD9;ALDOA;ACTN4;CD36;YWHAZ;VEGFA;GNG5;RHOA;PSAP;TGFB2;HSPA5;PDGFA;APP;LAMP2;AKT1;CALU;TGFB3;GNB2;PIK3R3;GNB4;CFL1;PFN1;CDC42;GAS6;GNAI2;F2R;RAP1A;CALM1;ACTN1;ITPR1;FLNA;ITGB3;TLN1;PDGFB"
"Protein export",0.00217392130556896,0.0254336676480381,0.439002574962926,2.12671719489486,571,21,"SEC11C;SRP9;SEC61B;SEC11A;HSPA5;SRP72;SPCS2;OXA1L;SRP14;SEC61A1;SEC61G;SEC62;SPCS1;SRP68"
"Mismatch repair",0.00257611824525073,0.027333372263947,0.466838866921077,2.11956344368745,723,18,"PCNA;LIG1;RPA2;RFC1;RFC5;RFC2;POLD2;RPA1;RFC4;RPA3;RFC3;POLD3;POLD4;MLH1"
"Mitochondrial beta-oxidation of unsaturated fatty acids",0.00146621062820081,0.0192340176044889,0.762599296783435,2.10787134757558,561,6,"ACADL;ECI1;ACADM;HADHB;HADHA;DECR1"
"ID regulation of gene expression",0.00249863117257787,0.0272678639579908,0.667031450848358,2.1046649313602,898,8,"THBS1;CDKN1A;ICAM1;CCND1;ITGA6"
"Mitochondrial pathway of apoptosis: multidomain Bcl-2 family",0.00127733882355477,0.0169100910310967,0.339750006433793,2.0915952267442,236,39,"PPIA;UBB;CRYAB;PRNP;UBC;TMBIM6;BAX;VDAC2;HSPA1B;DNAJA1;CAPNS1;YWHAQ;HSPA1A;PARK7;PRKCI;UBL3;UBL4A;CAPN2;DAPK2;HSPA14;ITPR1;UBL7;MAP3K5;UBL5"
"Meiosis",0.0017543298596993,0.0218232585133283,0.373547179205542,2.08647051087454,383,30,"H3F3A;H2AFZ;LMNB1;RPA2;H2AFX;PSMC3IP;CDK4;RAD21;RPA1;TEX15;RPA3;SMC3;TERF2;UBE2I;LMNA;SMC1A;MRE11A;STAG1;RAD50;ATR;MLH1;MND1;ACD;TERF1"
"Phagosome",0.000388462659026901,0.00636990473836157,0.288419185885735,2.08519215928306,47,63,"THBS1;SFTPD;ACTG1;SFTPA1;CD36;SEC61B;TUBA1B;CYBA;CALR;THBS3;ITGB1;LAMP2;TUBA1A;ATP6V1A;TUBB2A;CTSL;ATP6V1G1;TUBB4B;LAMP1;SEC61A1;ATP6V1E1;SEC61G;CANX;STX7;ITGAV;ATP6V0D1;ITGB3;ATP6V1H;TUBA1C;TUBA8;ATP6V0A2"
"TGF-beta regulation of extracellular matrix",0.000133155792276964,0.0025965379494008,0.20438747352033,2.07311451943391,0,265,"ATP1B1;CSRP2;NR2F2;ELF3;SEPP1;TM4SF1;NPC2;PIK3R1;NFIB;FBLN5;CCNG1;CROT;MGST1;STMN1;AHR;CD36;CTSC;APOC1;LCN2;CRLF1;ID2;DPP4;CCND1;IDH2;VEGFA;LMO7;CRYAB;TIMP3;JUP;COL4A2;ADH5;CAV1;LAMC1;ODC1;CLK1;PTPRF;PPP1CA;GOLGA4;E2F1;TGFB2;DLC1;LGALS3;PEBP1;MYH9;SPINT2;SPRY1;DPYSL2;CELF2;TOB1;GTPBP2;PDGFA;CKAP4;PGRMC1;SEMA3A;RBL1;F3;S100A10;CDC25B;PTGS1;PLOD2;ANK3;LOX;NSMCE1;S100A11;ASAH1;SELENBP1;PPA1;ARL6IP5;KIF1B;CTGF;CTSL;SVIL;TACSTD2;CDC42;OXA1L;NFE2L1;NEDD9;CDKN2B;PKM;CYR61;SMAD7;SUV39H1;CAMK2D;CDK6;BMP4;ACTR3;GOLM1;SDC4;HPN;MAP3K2;STK17B;F2R;TNFRSF12A;PTPRK;MICAL2;TFDP2;GOLIM4;BRD2;CTBP1;SSR1;BNIP2;FBXW8;SDCBP;FADS1;SKI;E2F2;JUNB;ATG3;CYB5A;EFEMP1;ASNA1;DAPK1;ARL4A;MAP3K5;PCK2;RBBP4;RBP1;ETS2;MTA1;AKAP2;POLD3"
"T cell receptor regulation of apoptosis",0.000303030303030303,0.00514438502673797,0.197145482147611,2.07273451642725,0,330,"CLU;BAG1;EEF2;HSP90AB1;CCND2;MSLN;CDKN1A;PTMA;MAL;PRDX2;TNFAIP8;LTBP4;ATP5C1;JUND;HSPA8;GOLGB1;PSMA5;SLC25A5;HMGN1;PSMA6;NME1;CCND1;CYCS;PNRC1;PRDX1;PERP;SON;ODC1;HMGN2;NCL;COX6C;YBX1;SHISA5;CLK1;PRDX4;PSME1;SEC61B;PYCARD;SNRPB;E2F1;TGFB2;HMGB1;HSPA5;SIVA1;EIF5A;HINT1;HSP90AA1;HSPE1;TONSL;CHCHD2;SRSF10;CDKN2D;BPTF;TMBIM6;MIF;HSP90B1;CLIC5;HSPD1;SSB;CASP6;DAD1;S100A10;CCND3;CLIP1;ANXA1;CNBP;ZBTB7A;NUCB1;CDK4;OAZ1;DUSP1;PGAM1;RFC2;DDAH2;PPA1;TUBB2A;GAPDH;PSME2;VAPA;BNIP3L;HSPA1A;SPHK1;MAP4K4;PDE7A;FBL;NDUFB7;RHOC;CDC42;PSMD12;IFITM3;KRAS;IER3;SOAT1;GADD45B;FKBP2;GNAI2;HRAS;MCL1;PSMB8;ERBB2;SEC61A1;ENO1;ATP6V1E1;ACTR3;ATP5D;VIM;JUN;MAP3K2;VDAC1;SLC39A7;STK17B;MAX;F2R;RYK;DYNLL1;FDPS;F11R;TXNDC5;TRIM24;ATP11B;RRAGA;IER2;FLNA;HNRNPA1;IL10RB;NFKBIA;ADRB2;POLR2K;TCEB1;NME6;BNIP2;LCP1;BTG1;EPAS1;PCBP4;EGR1;CTSB;BBC3;CSF1R;JUNB"
"Messenger RNA splicing: major pathway",0.00045815904906544,0.00728071049239688,0.281926366168301,2.06789430911825,53,66,"SRSF2;SRSF7;YBX1;PCBP2;U2AF1;SRSF3;ALYREF;NHP2L1;HNRNPU;SF3B5;MAGOH;SRSF1;PABPN1;HNRNPA0;HNRNPF;SNRPA1;RBM5;RNPS1;HNRNPA3;HNRNPD;SRRM1;PHF5A;NUDT21;HNRNPH1;HNRNPC;HNRNPUL1;RBM8A;FUS;HNRNPA2B1;PTBP1;HNRNPA1;SF3B6"
"BTG family proteins and cell cycle regulation",0.00222540509938664,0.0256900764673194,0.746348440326524,2.06295298108406,852,6,"CCND1;BTG2;PRMT1;FGF1;BTG1"
"Angiotensin-converting enzyme 2 regulation of heart function",0.00230106365493437,0.0261451563312622,0.745008195044332,2.0592484607141,881,6,"COL4A4;COL4A3;COL4A2;COL4A1;COL4A5;COL4A6"
"Bone mineralization regulation",0.00230106365493437,0.0261451563312622,0.745008195044332,2.0592484607141,881,6,"COL4A4;COL4A3;COL4A2;COL4A1;COL4A5;COL4A6"
"Small cell lung cancer",0.000845988775173325,0.0123309272987385,0.300939681028656,2.05829246593055,122,53,"PIK3R1;COL4A4;CCND1;CYCS;CKS1B;LAMA5;COL4A2;LAMC1;E2F1;LAMC2;COL4A1;ITGB1;AKT1;LAMA3;CDK4;ITGA3;PIK3R3;CDKN2B;CDK6;ITGA6;MAX;ITGAV;PIAS1;NFKBIA;LAMB2;E2F2;COL4A6;TRAF1;PTEN;XIAP;LAMB3;PIK3CB"
"Endothelial NOS activation",0.00234019739056251,0.0261943853220205,0.744400236805852,2.05756802676036,896,6,"CAV1;HSP90AA1;AKT1;CALM1;ZDHHC21"
