Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	2/97	0.1232296761438579	1.0	0	0	3.2989690721649483	6.90706929186989	VDAC1;DYNLL1
Prion pathway	1/21	0.12342021940436218	1.0	0	0	7.619047619047619	15.940269168653	HSPA5
CD28-dependent PI3K/Akt signaling	1/21	0.12342021940436218	1.0	0	0	7.619047619047619	15.940269168653	RICTOR
Y branching of actin filaments	1/21	0.12342021940436218	0.9966017716608925	0	0	7.619047619047619	15.940269168653	ABL2
Oxidative stress-induced gene expression via Nrf2	1/21	0.12342021940436218	0.9913006984073771	0	0	7.619047619047619	15.940269168653	MAFF
Wnt signaling pathway and pluripotency	2/98	0.125305662893095	1.0	0	0	3.265306122448979	6.782038280567604	FOSL1;MYC
CCR3 signaling in eosinophils	1/22	0.12890459317117553	1.0	0	0	7.2727272727272725	14.899510807787676	CFL1
Smooth muscle contraction	1/22	0.12890459317117553	1.0	0	0	7.2727272727272725	14.899510807787676	TPM4
Metabolism	14/1615	0.13249789188856537	1.0	0	0	1.3869969040247678	2.803382252919254	NDUFA13;AHCY;UQCRB;NDUFB3;NDUFC2;NME4;COX6C;COASY;NDUFS6;NDUFS5;POLR1D;POLR2F;P4HB;GAPDH
Post-elongation processing of intronless pre-mRNA	1/23	0.13435492653225706	1.0	0	0	6.956521739130435	13.963619305774584	SNRPE
Rho cell motility signaling pathway	1/23	0.13435492653225706	1.0	0	0	6.956521739130435	13.963619305774584	CFL1
Signaling events mediated by PRL	1/23	0.13435492653225706	1.0	0	0	6.956521739130435	13.963619305774584	PTP4A1
Deadenylation of mRNA	1/23	0.13435492653225706	1.0	0	0	6.956521739130435	13.963619305774584	EIF4A2
Hypoxia and p53 in the cardiovascular system	1/23	0.13435492653225706	1.0	0	0	6.956521739130435	13.963619305774584	HSPA1A
Modulation of interferon signaling by chaperones	1/23	0.13435492653225706	1.0	0	0	6.956521739130435	13.963619305774584	HSPA1A
MHC class II antigen presentation	2/103	0.13580853283053532	1.0	0	0	3.106796116504854	6.202747128630227	AP1S1;DYNLL1
Platelet activation, signaling and aggregation	3/205	0.1372195612406638	1.0	0	0	2.341463414634146	4.650551412790814	HSPA5;TMSB4X;CFL1
Innate immune system	4/319	0.13970733406342462	1.0	0	0	2.006269592476489	3.9487508773572824	DUSP4;HSP90AB1;TXNIP;TXN
Plexin D1 signaling	1/24	0.13977142903031659	1.0	0	0	6.666666666666666	13.118312269209039	ITGA3
Sulfur amino acid metabolism	1/24	0.13977142903031659	1.0	0	0	6.666666666666666	13.118312269209039	AHCY
Inhibition of cellular proliferation by Gleevec	1/24	0.13977142903031659	1.0	0	0	6.666666666666666	13.118312269209039	MYC
RNA polymerase I transcription initiation	1/25	0.1451543090229181	1.0	0	0	6.3999999999999995	12.351730574483659	POLR1D
Regulatory RNA pathways	1/25	0.1451543090229181	1.0	0	0	6.3999999999999995	12.351730574483659	POLR2F
Basigin interactions	1/25	0.1451543090229181	1.0	0	0	6.3999999999999995	12.351730574483659	ITGA3
C-Myc pathway	1/25	0.1451543090229181	1.0	0	0	6.3999999999999995	12.351730574483659	MYC
Cellular response to hypoxia	1/25	0.1451543090229181	1.0	0	0	6.3999999999999995	12.351730574483659	RBX1
Segmentation clock	1/26	0.15050377348511126	1.0	0	0	6.153846153846154	11.6539515207185	DKK1
Selenoamino acid metabolism	1/26	0.15050377348511126	1.0	0	0	6.153846153846154	11.6539515207185	AHCY
Fibroblast growth factor 1	1/26	0.15050377348511126	1.0	0	0	6.153846153846154	11.6539515207185	F3
Inhibition of activated T cell apoptosis by neuropeptides VIP and PACAP	1/26	0.15050377348511126	1.0	0	0	6.153846153846154	11.6539515207185	MYC
Integrin family cell surface interactions	1/26	0.15050377348511126	1.0	0	0	6.153846153846154	11.6539515207185	ITGA3
CTCF pathway	1/27	0.15582002822261723	1.0	0	0	5.925925925925926	11.016613943444385	MYC
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding	1/27	0.15582002822261723	1.0	0	0	5.925925925925926	11.016613943444385	PFDN4
eIF4E and p70 S6 kinase regulation	1/27	0.15582002822261723	1.0	0	0	5.925925925925926	11.016613943444385	EIF4A2
FSH signaling pathway	1/27	0.15582002822261723	1.0	0	0	5.925925925925926	11.016613943444385	AREG
Glycolysis	1/27	0.15582002822261723	1.0	0	0	5.925925925925926	11.016613943444385	GAPDH
TGF-beta receptor activation of SMADs	1/28	0.16110327770104044	1.0	0	0	5.7142857142857135	10.432626532867081	PPP1R15A
Dual incision reaction in TC-NER	1/28	0.16110327770104044	1.0	0	0	5.7142857142857135	10.432626532867081	POLR2F
Messenger RNA capping	1/28	0.16110327770104044	1.0	0	0	5.7142857142857135	10.432626532867081	POLR2F
Multi-step regulation of transcription by PITX2	1/28	0.16110327770104044	1.0	0	0	5.7142857142857135	10.432626532867081	DKK1
Nef in HIV-1 replication and disease pathogenesis	1/28	0.16110327770104044	1.0	0	0	5.7142857142857135	10.432626532867081	AP1S1
ADP-ribosylation factor	1/29	0.16635372520218772	1.0	0	0	5.517241379310344	9.89593866486684	ASAP1
Reelin signaling pathway	1/29	0.16635372520218772	1.0	0	0	5.517241379310344	9.89593866486684	ITGA3
T cell receptor calcium pathway	1/29	0.16635372520218772	1.0	0	0	5.517241379310344	9.89593866486684	FOSL1
Thyroid cancer	1/29	0.16635372520218772	1.0	0	0	5.517241379310344	9.89593866486684	MYC
Lipoprotein metabolism	1/29	0.16635372520218772	1.0	0	0	5.517241379310344	9.89593866486684	P4HB
HIV life cycle	2/118	0.16836389559785658	1.0	0	0	2.711864406779661	4.83153246602706	HMGA1;POLR2F
Signaling by NOTCH	2/119	0.17058089836324872	1.0	0	0	2.6890756302521006	4.755752921232875	MYC;RBX1
Apoptosis intrinsic pathway	1/30	0.171571572737233	1.0	0	0	5.333333333333333	9.401358750351198	DYNLL1
Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages	1/30	0.171571572737233	1.0	0	0	5.333333333333333	9.401358750351198	DKK1
Interleukin-2/STAT5 pathway	1/30	0.171571572737233	1.0	0	0	5.333333333333333	9.401358750351198	MYC
Nectin adhesion pathway	1/30	0.171571572737233	1.0	0	0	5.333333333333333	9.401358750351198	CLDN1
Nuclear events mediated by MAP kinases	1/30	0.171571572737233	1.0	0	0	5.333333333333333	9.401358750351198	DUSP4
Amino acid transport across the plasma membrane	1/31	0.1767570211186702	1.0	0	0	5.161290322580645	8.944409040261839	SLC38A2
RNA polymerase I promoter opening	1/31	0.1767570211186702	1.0	0	0	5.161290322580645	8.944409040261839	H3F3A
CD28 co-stimulation	1/31	0.1767570211186702	1.0	0	0	5.161290322580645	8.944409040261839	RICTOR
CD40/CD40L signaling	1/31	0.1767570211186702	1.0	0	0	5.161290322580645	8.944409040261839	MYC
Stathmin and breast cancer resistance to antimicrotubule agents	1/31	0.1767570211186702	1.0	0	0	5.161290322580645	8.944409040261839	HSPA5
Gluconeogenesis	1/31	0.1767570211186702	1.0	0	0	5.161290322580645	8.944409040261839	GAPDH
One-carbon metabolism	1/31	0.1767570211186702	1.0	0	0	5.161290322580645	8.944409040261839	AHCY
Adaptive immune system	6/606	0.17924844396061787	1.0	0	0	1.584158415841584	2.723140562967856	HSPA5;AP1S1;RICTOR;SEC61B;DYNLL1;RBX1
Signaling by Robo receptor	1/32	0.18191026983754094	1.0	0	0	5.0	8.521208681758663	ABL2
Fibrin clot formation (clotting cascade)	1/32	0.18191026983754094	1.0	0	0	5.0	8.521208681758663	F3
Factors involved in megakaryocyte development and platelet production	2/125	0.18398190141695406	1.0	0	0	2.56	4.3338697934729655	H3F3A;MAFF
Integration of energy metabolism	2/125	0.18398190141695406	1.0	0	0	2.56	4.3338697934729655	SLC25A5;SLC25A6
Cysteine and methionine metabolism	1/34	0.19212096058411426	1.0	0	0	4.705882352941176	7.76296518720329	AHCY
TOR signaling	1/34	0.19212096058411426	1.0	0	0	4.705882352941176	7.76296518720329	RICTOR
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.19212096058411426	1.0	0	0	4.705882352941176	7.76296518720329	MYC
Interleukin-2/PI3K pathway	1/35	0.19717879564381552	1.0	0	0	4.571428571428571	7.422374261742814	MYC
Interleukin-7 signaling pathway	1/35	0.19717879564381552	1.0	0	0	4.571428571428571	7.422374261742814	MYC
PIK3C1/AKT pathway	1/35	0.19717879564381552	1.0	0	0	4.571428571428571	7.422374261742814	RICTOR
Cell adhesion molecules (CAMs)	2/133	0.2020746247775896	1.0	0	0	2.406015037593985	3.847502484718712	CLDN4;CLDN1
SNARE interactions in vesicular transport	1/36	0.2022052171834861	1.0	0	0	4.444444444444444	7.104320758374409	VAMP8
GM-CSF-mediated signaling events	1/36	0.2022052171834861	1.0	0	0	4.444444444444444	7.104320758374409	PIM1
Neurotransmitter release cycle	1/36	0.2022052171834861	1.0	0	0	4.444444444444444	7.104320758374409	SLC38A2
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	2/135	0.2066308060639233	1.0	0	0	2.3703703703703702	3.7376512562081494	TRAF4;HBEGF
Interleukin-23-mediated signaling events	1/37	0.20720041878285644	1.0	0	0	4.324324324324325	6.80678377273976	ITGA3
PI3K/AKT activation	1/37	0.20720041878285644	1.0	0	0	4.324324324324325	6.80678377273976	RICTOR
NGF signaling via TRKA from the plasma membrane	2/136	0.20891314635473027	1.0	0	0	2.352941176470588	3.684321602518166	DUSP4;RICTOR
p38 alpha/beta MAPK downstream pathway	1/38	0.2121645927501659	1.0	0	0	4.2105263157894735	6.527970209014159	DDIT3
Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	3/255	0.21400596349738715	1.0	0	0	1.8823529411764706	2.9021202777192237	HSPA5;SEC61B;RBX1
p53 signaling pathway	2/139	0.21577569786560988	1.0	0	0	2.302158273381295	3.530396193734338	LIF;DKK1
G13 signaling pathway	1/39	0.21709793029229307	1.0	0	0	4.102564102564102	6.266284043378801	CFL1
GAB1 signalosome	1/39	0.21709793029229307	1.0	0	0	4.102564102564102	6.266284043378801	RICTOR
HIV-1 transcription initiation	1/39	0.21709793029229307	1.0	0	0	4.102564102564102	6.266284043378801	POLR2F
Iron uptake and transport	1/39	0.21709793029229307	1.0	0	0	4.102564102564102	6.266284043378801	FTL
Plasma membrane estrogen receptor signaling	1/41	0.22687285493725115	1.0	0	0	3.902439024390244	5.788743527140498	HBEGF
Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer	1/41	0.22687285493725115	1.0	0	0	3.902439024390244	5.788743527140498	MYC
Tyrosine metabolism	1/41	0.22687285493725115	1.0	0	0	3.902439024390244	5.788743527140498	MIF
FOXM1 transcription factor network	1/41	0.22687285493725115	1.0	0	0	3.902439024390244	5.788743527140498	MYC
BMP receptor signaling	1/42	0.23171481860481977	1.0	0	0	3.8095238095238093	5.57046816605922	PPP1R15A
Bladder cancer	1/42	0.23171481860481977	1.0	0	0	3.8095238095238093	5.57046816605922	MYC
TWEAK signaling pathway	1/42	0.23171481860481977	1.0	0	0	3.8095238095238093	5.57046816605922	TNFRSF12A
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	1/42	0.23171481860481977	1.0	0	0	3.8095238095238093	5.57046816605922	ITGA3
Porphyrin and chlorophyll metabolism	1/43	0.23652669892173142	1.0	0	0	3.7209302325581395	5.364443481210455	FTL
Vasopressin-regulated water reabsorption	1/44	0.24130868134117953	1.0	0	0	3.6363636363636362	5.16973938043952	DYNLL1
RhoA signaling pathway	1/45	0.24606095012493523	1.0	0	0	3.5555555555555554	4.985514698676901	CFL1
Integrin-linked kinase signaling	1/45	0.24606095012493523	1.0	0	0	3.5555555555555554	4.985514698676901	RICTOR
Phagosome	2/154	0.25033939911092523	1.0	0	0	2.0779220779220777	2.8777925929912564	SEC61B;ACTG1
Integrin signaling pathway	2/155	0.2526530108588384	1.0	0	0	2.064516129032258	2.84023376557684	ASAP1;ACTG1
Myometrial relaxation and contraction pathways	2/155	0.2526530108588384	1.0	0	0	2.064516129032258	2.84023376557684	MAFF;ACTG1
Regulation of NFAT transcription factors	1/47	0.2554770782377765	1.0	0	0	3.4042553191489358	4.645523699465341	FOSL1
LKB1 signaling events	1/47	0.2554770782377765	1.0	0	0	3.4042553191489358	4.645523699465341	MYC
Diurnally regulated genes with circadian orthologs	1/48	0.2601413004442696	1.0	0	0	3.333333333333333	4.488434441140288	HERPUD1
Lipid digestion, mobilization, and transport	1/48	0.2601413004442696	1.0	0	0	3.333333333333333	4.488434441140288	P4HB
Amino acid and oligopeptide SLC transporters	1/49	0.26477653500882337	1.0	0	0	3.265306122448979	4.339164319545323	SLC38A2
Arf6 integrin-mediated signaling pathway	1/49	0.26477653500882337	1.0	0	0	3.265306122448979	4.339164319545323	ITGA3
Deadenylation-dependent mRNA decay	1/49	0.26477653500882337	1.0	0	0	3.265306122448979	4.339164319545323	EIF4A2
Interleukin-5 signaling pathway	1/49	0.26477653500882337	1.0	0	0	3.265306122448979	4.339164319545323	MYC
Muscle contraction	1/49	0.26477653500882337	1.0	0	0	3.265306122448979	4.339164319545323	TPM4
Non-coding RNA metabolism	1/50	0.2693829605231016	1.0	0	0	3.1999999999999997	4.19718805355159	SNRPE
Amyloids	1/51	0.2739607546092779	1.0	0	0	3.1372549019607843	4.062024828880492	H3F3A
Type I interferon (interferon-alpha/beta) pathway	1/51	0.2739607546092779	1.0	0	0	3.1372549019607843	4.062024828880492	PTP4A1
Metabolism of vitamins and cofactors	1/51	0.2739607546092779	1.0	0	0	3.1372549019607843	4.062024828880492	COASY
Endometrial cancer	1/52	0.278510093847508	1.0	0	0	3.076923076923077	3.933233774319875	MYC
Interleukin-2 receptor beta chain in T cell activation	1/52	0.278510093847508	1.0	0	0	3.076923076923077	3.933233774319875	MYC
Protein folding	1/53	0.28303115363792686	1.0	0	0	3.0188679245283017	3.810409973951405	PFDN4
JNK/MAPK pathway	1/53	0.28303115363792686	1.0	0	0	3.0188679245283017	3.810409973951405	DUSP4
Meiotic recombination	1/54	0.28752410838833287	1.0	0	0	2.962962962962963	3.6931809392492485	H3F3A
Calcineurin-dependent NFAT signaling role in lymphocytes	1/55	0.2919891313885463	1.0	0	0	2.9090909090909087	3.5812034870652667	PIM1
Transport of mature transcript to cytoplasm	1/55	0.2919891313885463	1.0	0	0	2.9090909090909087	3.5812034870652667	SRSF5
Cytosolic DNA-sensing pathway	1/56	0.29642639492633904	1.0	0	0	2.8571428571428568	3.4741609651907903	POLR1D
Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	1/57	0.3008360701856254	1.0	0	0	2.807017543859649	3.371760785725326	EIF4A2
PI3K cascade	1/57	0.3008360701856254	1.0	0	0	2.807017543859649	3.371760785725326	RICTOR
HIV-1 Nef as negative effector of Fas and TNF	1/58	0.3052183273277664	1.0	0	0	2.758620689655172	3.2737322238696227	ACTG1
ATF2 transcription factor network	1/59	0.30957333544274074	1.0	0	0	2.711864406779661	3.17982445235674	DDIT3
RAGE pathway	1/60	0.3139012626235478	1.0	0	0	2.6666666666666665	3.0898047807125506	F3
Selenium pathway	1/60	0.3139012626235478	1.0	0	0	2.6666666666666665	3.0898047807125506	TXN
Neurotrophic factor-mediated Trk receptor signaling	1/60	0.3139012626235478	1.0	0	0	2.6666666666666665	3.0898047807125506	DYNLT1
Glucose metabolism	1/61	0.3182022759308952	1.0	0	0	2.622950819672131	3.0034570769497027	GAPDH
HIV genome transcription	1/61	0.3182022759308952	1.0	0	0	2.622950819672131	3.0034570769497027	POLR2F
Shigellosis	1/62	0.322476541335525	1.0	0	0	2.5806451612903225	2.920580349514526	ACTG1
Signaling events mediated by focal adhesion kinase	1/62	0.322476541335525	1.0	0	0	2.5806451612903225	2.920580349514526	ASAP1
Circadian rhythm	1/62	0.322476541335525	1.0	0	0	2.5806451612903225	2.920580349514526	RBX1
Colorectal cancer	1/62	0.322476541335525	1.0	0	0	2.5806451612903225	2.920580349514526	MYC
Folate metabolism	1/63	0.3267242239342484	1.0	0	0	2.5396825396825395	2.8409874686709444	AHCY
Collagen biosynthesis and modifying enzymes	1/64	0.33094548762199183	1.0	0	0	2.5	2.7645040178293154	P4HB
Validated nuclear estrogen receptor alpha network	1/64	0.33094548762199183	1.0	0	0	2.5	2.7645040178293154	MYC
Axon guidance	3/325	0.3318560664876689	1.0	0	0	1.476923076923077	1.6291258172229006	HSP90AB1;CFL1;ABL2
LPA receptor mediated events	1/65	0.3351404954786384	1.0	0	0	2.4615384615384617	2.690967250677634	HBEGF
Beta-1 integrin cell surface interactions	1/66	0.33930940949361665	1.0	0	0	2.4242424242424243	2.620225152726793	ITGA3
Thyroid-stimulating hormone signaling pathway	1/66	0.33930940949361665	1.0	0	0	2.4242424242424243	2.620225152726793	MYC
Endochondral ossification	1/66	0.33930940949361665	1.0	0	0	2.4242424242424243	2.620225152726793	SLC38A2
SIDS susceptibility pathways	1/67	0.3434523906117505	1.0	0	0	2.388059701492537	2.55213558869223	YBX1
Telomerase regulation	1/67	0.3434523906117505	1.0	0	0	2.388059701492537	2.55213558869223	MYC
cAMP cell motility pathway inferred from amoeba model	1/67	0.3434523906117505	1.0	0	0	2.388059701492537	2.55213558869223	ACTG1
G1 to S cell cycle control	1/67	0.3434523906117505	1.0	0	0	2.388059701492537	2.55213558869223	MYC
AMPK signaling	1/68	0.3475695989391967	1.0	0	0	2.352941176470588	2.486565527798785	EEF2
CD8/T cell receptor downstream pathway	1/68	0.3475695989391967	1.0	0	0	2.352941176470588	2.486565527798785	FOSL1
Epithelial cell signaling in Helicobacter pylori infection	1/68	0.3475695989391967	1.0	0	0	2.352941176470588	2.486565527798785	HBEGF
Antiviral mechanism by interferon-stimulated genes	1/70	0.3557273322790504	1.0	0	0	2.2857142857142856	2.3624931706550516	EIF4A2
Renal cell carcinoma	1/70	0.3557273322790504	1.0	0	0	2.2857142857142856	2.3624931706550516	RBX1
CDC42 signaling events	1/70	0.3557273322790504	1.0	0	0	2.2857142857142856	2.3624931706550516	CFL1
Signaling events mediated by VEGFR1 and VEGFR2	1/70	0.3557273322790504	1.0	0	0	2.2857142857142856	2.3624931706550516	HSP90AB1
Complement and coagulation cascades	1/70	0.3557273322790504	1.0	0	0	2.2857142857142856	2.3624931706550516	F3
MicroRNA regulation of DNA damage response	1/70	0.3557273322790504	1.0	0	0	2.2857142857142856	2.3624931706550516	MYC
Endocytosis	2/201	0.35833896965642253	1.0	0	0	1.5920398009950247	1.6338720763199204	ASAP1;HSPA1A
Phase II of biological oxidations: conjugation	1/71	0.3597681724563748	1.0	0	0	2.2535211267605635	2.3037643275847133	AHCY
Rac1 cell motility signaling pathway	1/71	0.3597681724563748	1.0	0	0	2.2535211267605635	2.3037643275847133	CFL1
Bacterial invasion of epithelial cells	1/71	0.3597681724563748	1.0	0	0	2.2535211267605635	2.3037643275847133	ACTG1
Interleukin-6 signaling pathway	1/71	0.3597681724563748	1.0	0	0	2.2535211267605635	2.3037643275847133	MYC
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	1/71	0.3597681724563748	1.0	0	0	2.2535211267605635	2.3037643275847133	HSPA1A
Costimulation by the CD28 family	1/72	0.36378387021782566	1.0	0	0	2.222222222222222	2.247100779623064	RICTOR
Cyclin A-Cdk2-associated events at S phase entry	1/72	0.36378387021782566	1.0	0	0	2.222222222222222	2.247100779623064	MYC
Leishmaniasis	1/72	0.36378387021782566	1.0	0	0	2.222222222222222	2.247100779623064	MARCKSL1
Cap-dependent translation initiation	1/73	0.3677745806719697	1.0	0	0	2.191780821917808	2.1924056570344606	EIF4A2
Chronic myeloid leukemia	1/73	0.3677745806719697	1.0	0	0	2.191780821917808	2.1924056570344606	MYC
Degradation of beta-catenin by the destruction complex	1/73	0.3677745806719697	1.0	0	0	2.191780821917808	2.1924056570344606	RBX1
Adherens junction cell adhesion	1/74	0.3717404580301731	1.0	0	0	2.1621621621621623	2.139587809032693	ACTG1
Seven transmembrane receptor signaling through beta-arrestin	1/74	0.3717404580301731	1.0	0	0	2.1621621621621623	2.139587809032693	ACTG1
E2F transcription factor network	1/74	0.3717404580301731	1.0	0	0	2.1621621621621623	2.139587809032693	MYC
Wnt/calcium/cyclic GMP pathway	1/74	0.3717404580301731	1.0	0	0	2.1621621621621623	2.139587809032693	F3
Prolactin activation of MAPK signaling	1/75	0.37568165566261064	1.0	0	0	2.1333333333333333	2.0885613966579917	MYC
Glycolysis and gluconeogenesis	1/75	0.37568165566261064	1.0	0	0	2.1333333333333333	2.0885613966579917	GAPDH
Signaling by SCF-KIT	1/78	0.3873586888486873	1.0	0	0	2.051282051282051	1.9454444525893695	RICTOR
Antigen processing: cross presentation	1/79	0.39120268163002875	1.0	0	0	2.0253164556962022	1.9008192120759142	SEC61B
p73 transcription factor network	1/79	0.39120268163002875	1.0	0	0	2.0253164556962022	1.9008192120759142	MYC
MAP kinase signaling pathway	1/81	0.3988190331543154	1.0	0	0	1.9753086419753085	1.8157975624085445	MYC
SMAD2/3 nuclear pathway	1/82	0.4025916864278385	1.0	0	0	1.951219512195122	1.7752827623355325	MYC
Signaling by NGF	2/221	0.40281537101098824	1.0	0	0	1.4479638009049773	1.3166001208487694	DUSP4;RICTOR
Meiosis	1/83	0.4063408529645545	1.0	0	0	1.927710843373494	1.7360249296864747	H3F3A
ECM-receptor interaction	1/84	0.4100666777647961	1.0	0	0	1.9047619047619047	1.697972388212898	ITGA3
Integrin cell surface interactions	1/85	0.4137693050211273	1.0	0	0	1.8823529411764706	1.661076131233903	ITGA3
MicroRNAs in cardiomyocyte hypertrophy	1/85	0.4137693050211273	1.0	0	0	1.8823529411764706	1.661076131233903	LIF
NOD signaling pathway	1/85	0.4137693050211273	1.0	0	0	1.8823529411764706	1.661076131233903	HSP90AB1
Progesterone-mediated oocyte maturation	1/86	0.417448878008937	1.0	0	0	1.8604651162790697	1.6252896559467285	HSP90AB1
mRNA stability regulation by proteins that bind AU-rich elements	1/86	0.417448878008937	1.0	0	0	1.8604651162790697	1.6252896559467285	HSPA1A
Mitotic G2-G2/M phases	1/87	0.42110553909131726	1.0	0	0	1.839080459770115	1.5905688092665695	DYNLL1
HIF-1 degradation in normoxia	1/88	0.4247394298472725	1.0	0	0	1.8181818181818181	1.5568716442289479	TXN
Hematopoietic cell lineage	1/88	0.4247394298472725	1.0	0	0	1.8181818181818181	1.5568716442289479	ITGA3
Prostate cancer	1/89	0.42835069087155087	1.0	0	0	1.797752808988764	1.5241582880115983	HSP90AB1
Focal adhesion	2/233	0.42880865758357956	1.0	0	0	1.3733905579399142	1.1629108726786634	ITGA3;ACTG1
Neural crest differentiation	1/91	0.4355058821259023	1.0	0	0	1.7582417582417582	1.4615331449267934	MYC
Extracellular matrix organization	1/93	0.4425722209815439	1.0	0	0	1.7204301075268817	1.4024113833874146	P4HB
Cell surface interactions at the vascular wall	1/94	0.4460724133722961	1.0	0	0	1.7021276595744679	1.3740833673532515	ITGA3
Apoptosis	2/242	0.4479143260034033	1.0	0	0	1.322314049586777	1.0620208944856175	MYC;DYNLL1
Transport of inorganic cations/anions and amino acids/oligopeptides	1/95	0.449550802048056	1.0	0	0	1.6842105263157894	1.3465371156881183	SLC38A2
G-protein signaling pathways	1/95	0.449550802048056	1.0	0	0	1.6842105263157894	1.3465371156881183	AKAP12
Downstream signaling events Of B cell receptor (BCR)	1/98	0.45985648924148137	1.0	0	0	1.6326530612244896	1.2683115397300828	RICTOR
Senescence and autophagy	1/99	0.4632490022767211	1.0	0	0	1.6161616161616161	1.2436211192984994	HMGA1
Integrin-mediated cell adhesion	1/100	0.4666203770761902	1.0	0	0	1.5999999999999999	1.2195827983141423	ITGA3
TNF-alpha signaling pathway	1/101	0.46997074432681146	1.0	0	0	1.584158415841584	1.1961739918076348	TXN
GnRH signaling pathway	1/101	0.46997074432681146	1.0	0	0	1.584158415841584	1.1961739918076348	HBEGF
Interleukin-4 signaling pathway	1/104	0.4798970951486712	1.0	0	0	1.5384615384615385	1.1295132048783192	HMGA1
DNA repair	1/105	0.483164722636426	1.0	0	0	1.523809523809524	1.1084154557189847	POLR2F
ERBB1 downstream pathway	1/106	0.48641198395640933	1.0	0	0	1.5094339622641508	1.0878480159477981	RICTOR
Developmental biology	3/420	0.48996015348185495	1.0	0	0	1.1428571428571428	0.8153499549815477	HSP90AB1;CFL1;ABL2
G alpha i pathway	1/108	0.49284591078758117	1.0	0	0	1.4814814814814814	1.0482351229305056	HBEGF
Cytokine-cytokine receptor interaction	2/265	0.495070331859813	1.0	0	0	1.2075471698113207	0.8489726091365721	TNFRSF12A;LIF
Signaling by interleukins	1/109	0.4960328258065245	1.0	0	0	1.4678899082568808	1.029156951758588	RBX1
Leptin influence on immune response	1/110	0.4991998737492867	1.0	0	0	1.4545454545454544	1.0105435852116762	LIF
Signaling by EGFR in cancer	1/111	0.5023471773250522	1.0	0	0	1.4414414414414414	0.9923802667105925	RICTOR
Epidermal growth factor receptor (EGFR) pathway	1/111	0.5023471773250522	1.0	0	0	1.4414414414414414	0.9923802667105925	ACTG1
S phase	1/112	0.5054748586896131	1.0	0	0	1.4285714285714284	0.9746528246977255	MYC
Oocyte meiosis	1/113	0.5085830392566799	1.0	0	0	1.415929203539823	0.957347645243023	RBX1
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	2/280	0.524435824859783	1.0	0	0	1.1428571428571428	0.7376368154543325	EIF4A2;RBX1
Lysosome	1/121	0.5327607722380278	1.0	0	0	1.322314049586777	0.832638397548216	AP1S1
Notch signaling pathway	1/121	0.5327607722380278	1.0	0	0	1.322314049586777	0.832638397548216	MYC
Signaling by PDGF	1/122	0.5356987848175864	1.0	0	0	1.3114754098360655	0.8186009763918575	RICTOR
Rho GTPase cycle	1/123	0.5386184699521086	1.0	0	0	1.3008130081300813	0.8048751956696719	ARHGAP29
Cell cycle	3/453	0.5408176208479373	1.0	0	0	1.0596026490066224	0.6513093211711963	MYC;DYNLL1;RBX1
Influenza viral RNA transcription and replication	1/125	0.544403310624352	1.0	0	0	1.28	0.778323106545003	POLR2F
Interleukin-1 signaling pathway	1/125	0.544403310624352	1.0	0	0	1.28	0.778323106545003	RBX1
Signaling by FGFR in disease	1/128	0.5529459282481555	1.0	0	0	1.25	0.7406188264711272	RICTOR
PDGFB signaling pathway	1/129	0.5557580058322841	1.0	0	0	1.2403100775193798	0.7285858242299373	MYC
Mitotic G1-G1/S phases	1/135	0.5722657402854897	1.0	0	0	1.1851851851851851	0.6615132617101667	MYC
Ubiquitin-mediated proteolysis	1/136	0.5749572392438463	1.0	0	0	1.176470588235294	0.6511289499794769	RBX1
Biological oxidations	1/139	0.5829313422985413	1.0	0	0	1.1510791366906474	0.6212211404643384	AHCY
Systemic lupus erythematosus	1/139	0.5829313422985413	1.0	0	0	1.1510791366906474	0.6212211404643384	H3F3A
T cell receptor signaling pathway	1/139	0.5829313422985413	1.0	0	0	1.1510791366906474	0.6212211404643384	ASAP1
Toll-like receptor signaling pathway regulation	1/142	0.590757019424447	1.0	0	0	1.1267605633802817	0.593070964237369	CTNNAL1
Signaling by the B cell receptor (BCR)	1/151	0.6133706538522488	1.0	0	0	1.0596026490066224	0.5179188028887692	RICTOR
Signal transduction	6/1020	0.6185608730315018	1.0	0	0	0.9411764705882353	0.45210322030095673	DUSP4;ITGA3;MYC;ARHGAP29;EREG;HBEGF
Toll receptor cascades	1/159	0.632428437839523	1.0	0	0	1.0062893081761006	0.461069893370735	DUSP4
Interferon signaling	1/168	0.65275638450921	1.0	0	0	0.9523809523809523	0.4062393242950232	EIF4A2
Transmission across chemical synapses	1/190	0.6978723469192	1.0	0	0	0.8421052631578947	0.30292132801263943	SLC38A2
